Date,Year,Month,Month_Name,Quarter,Station,Energy_kWh,Volume_m3,Runtime_hrs,Flow_Rate_m3hr,Avg_Power_kW,Power_Factor,Energy_Intensity_kWh_m3,Efficiency_Class,Cost_KShs,Is_Anomaly,Anomaly_Type,Data_Source,MSP_m3,AGO_m3,JETA1_m3
2023-02-01,2023,2,Feb,Q1,PS5,1724765,639018.8,2577.8,247.9,669.1,0.892,2.6991,Efficient,38807204,0,None,Synthetic (derived from real EI ratios),274778,287558,76682
2023-02-01,2023,2,Feb,Q1,PS7,1692827,639018.8,2535.6,252.0,667.6,0.932,2.6491,Efficient,38088600,0,None,Synthetic (derived from real EI ratios),274778,287558,76682
2023-03-01,2023,3,Mar,Q1,PS1,2138355,694056.7,2780.4,249.6,769.1,0.976,3.081,Moderate,48112976,0,None,Synthetic (derived from real EI ratios),298444,312326,83287
2023-03-01,2023,3,Mar,Q1,PS3,2115925,694056.7,2777.7,249.9,624.4,0.908,3.0486,Moderate,39023212,1,Off_BEP_Operation,Synthetic (derived from real EI ratios),298444,312326,83287
2023-03-01,2023,3,Mar,Q1,PS5,1984651,694056.7,2645.9,262.3,750.1,0.885,2.8595,Efficient,44654653,0,None,Synthetic (derived from real EI ratios),298444,312326,83287
2023-03-01,2023,3,Mar,Q1,PS7,1874687,694056.7,2759.6,251.5,679.3,0.894,2.7011,Efficient,42180465,0,None,Synthetic (derived from real EI ratios),298444,312326,83287
2023-04-01,2023,4,Apr,Q2,PS1,2298841,715776.1,2820.7,253.8,815.0,0.904,3.2117,Moderate,51723912,0,None,Synthetic (derived from real EI ratios),307784,322099,85893
2023-04-01,2023,4,Apr,Q2,PS3,1983543,715776.1,2945.7,243.0,673.4,0.943,2.7712,Efficient,44629715,0,None,Synthetic (derived from real EI ratios),307784,322099,85893
2023-04-01,2023,4,Apr,Q2,PS5,2032933,715776.1,2895.9,247.2,702.0,0.884,2.8402,Efficient,45741000,0,None,Synthetic (derived from real EI ratios),307784,322099,85893
2023-04-01,2023,4,Apr,Q2,PS7,1904731,715776.1,2859.2,250.3,666.2,0.945,2.6611,Efficient,42856450,0,None,Synthetic (derived from real EI ratios),307784,322099,85893
2023-05-01,2023,5,May,Q2,PS1,2132301,689065.5,2673.4,257.7,797.6,0.974,3.0945,Moderate,47976776,0,None,Synthetic (derived from real EI ratios),296298,310079,82688
2023-05-01,2023,5,May,Q2,PS3,1834663,689065.5,2774.1,248.4,661.3,0.972,2.6625,Efficient,41279921,0,None,Synthetic (derived from real EI ratios),296298,310079,82688
2023-05-01,2023,5,May,Q2,PS5,2076969,689065.5,2825.8,243.8,735.0,0.962,3.0142,Moderate,46731802,0,None,Synthetic (derived from real EI ratios),296298,310079,82688
2023-05-01,2023,5,May,Q2,PS7,1857224,689065.5,2746.1,250.9,676.3,0.889,2.6953,Efficient,41787535,0,None,Synthetic (derived from real EI ratios),296298,310079,82688
2023-06-01,2023,6,Jun,Q2,PS1,2212206,690370.7,2719.0,253.9,813.6,0.914,3.2044,Moderate,49774638,0,None,Synthetic (derived from real EI ratios),296859,310667,82844
2023-06-01,2023,6,Jun,Q2,PS3,1909152,690370.7,2745.2,251.5,695.5,0.969,2.7654,Efficient,42955921,0,None,Synthetic (derived from real EI ratios),296859,310667,82844
2023-06-01,2023,6,Jun,Q2,PS5,2015138,690370.7,2748.7,251.2,733.1,0.896,2.9189,Efficient,45340597,0,None,Synthetic (derived from real EI ratios),296859,310667,82844
2023-06-01,2023,6,Jun,Q2,PS7,1962969,690370.7,2801.5,246.4,700.7,0.881,2.8434,Efficient,44166812,0,None,Synthetic (derived from real EI ratios),296859,310667,82844
2023-07-01,2023,7,Jul,Q3,PS1,2373639,716025.5,2837.2,252.4,836.6,0.945,3.315,Moderate,53406882,0,None,Synthetic (derived from real EI ratios),307891,322211,85923
2023-07-01,2023,7,Jul,Q3,PS3,1897139,716025.5,2819.7,253.9,672.8,0.913,2.6495,Efficient,42685633,0,None,Synthetic (derived from real EI ratios),307891,322211,85923
2023-07-01,2023,7,Jul,Q3,PS5,2166156,716025.5,2840.7,252.1,762.6,0.946,3.0252,Moderate,48738508,0,None,Synthetic (derived from real EI ratios),307891,322211,85923
2023-07-01,2023,7,Jul,Q3,PS7,1998357,716025.5,2907.9,246.2,687.2,0.907,2.7909,Efficient,44963041,0,None,Synthetic (derived from real EI ratios),307891,322211,85923
2023-08-01,2023,8,Aug,Q3,PS1,2157634,692337.9,2750.6,251.7,784.4,0.969,3.1164,Moderate,48546762,0,None,Synthetic (derived from real EI ratios),297705,311552,83081
2023-08-01,2023,8,Aug,Q3,PS3,1854189,692337.9,2691.1,257.3,689.0,0.938,2.6782,Efficient,41719253,0,None,Synthetic (derived from real EI ratios),297705,311552,83081
2023-08-01,2023,8,Aug,Q3,PS5,2621227,692337.9,2817.7,245.7,726.8,0.908,3.7861,Moderate,46076248,1,Equipment_Degradation,Synthetic (derived from real EI ratios),297705,311552,83081
2023-08-01,2023,8,Aug,Q3,PS7,1865349,692337.9,2742.9,252.4,680.1,0.974,2.6943,Efficient,41970362,0,None,Synthetic (derived from real EI ratios),297705,311552,83081
2023-09-01,2023,9,Sep,Q3,PS1,1982787,651346.0,2568.7,253.6,771.9,0.882,3.0441,Moderate,44612715,0,None,Synthetic (derived from real EI ratios),280079,293106,78162
2023-09-01,2023,9,Sep,Q3,PS3,1729873,651346.0,2609.2,249.6,663.0,0.976,2.6558,Efficient,38922149,0,None,Synthetic (derived from real EI ratios),280079,293106,78162
2023-09-01,2023,9,Sep,Q3,PS5,1820350,651346.0,2686.8,242.4,677.5,0.965,2.7948,Efficient,40957874,0,None,Synthetic (derived from real EI ratios),280079,293106,78162
2023-09-01,2023,9,Sep,Q3,PS7,1777287,651346.0,2672.0,243.8,665.2,0.974,2.7286,Efficient,39988953,0,None,Synthetic (derived from real EI ratios),280079,293106,78162
2023-10-01,2023,10,Oct,Q4,PS1,1794733,611759.2,2439.5,250.8,735.7,0.942,2.9337,Efficient,40381503,0,None,Synthetic (derived from real EI ratios),263056,275292,73411
2023-10-01,2023,10,Oct,Q4,PS3,1575915,611759.2,2504.3,244.3,629.3,0.968,2.576,Efficient,35458076,0,None,Synthetic (derived from real EI ratios),263056,275292,73411
2023-10-01,2023,10,Oct,Q4,PS5,1758106,611759.2,2396.5,255.3,733.6,0.916,2.8739,Efficient,39557383,0,None,Synthetic (derived from real EI ratios),263056,275292,73411
2023-10-01,2023,10,Oct,Q4,PS7,1648125,611759.2,2422.1,252.6,680.4,0.967,2.6941,Efficient,37082820,0,None,Synthetic (derived from real EI ratios),263056,275292,73411
2023-11-01,2023,11,Nov,Q4,PS1,1966745,657060.7,2440.2,269.3,806.0,0.96,2.9932,Efficient,44251766,0,None,Synthetic (derived from real EI ratios),282536,295677,78847
2023-11-01,2023,11,Nov,Q4,PS3,1704611,657060.7,2594.4,253.3,657.0,0.969,2.5943,Efficient,38353745,0,None,Synthetic (derived from real EI ratios),282536,295677,78847
2023-11-01,2023,11,Nov,Q4,PS5,2166791,657060.7,2640.8,248.8,672.6,0.938,3.2977,Moderate,39961307,1,Off_BEP_Operation,Synthetic (derived from real EI ratios),282536,295677,78847
2023-11-01,2023,11,Nov,Q4,PS7,1821179,657060.7,2730.2,240.7,667.0,0.909,2.7717,Efficient,40976528,0,None,Synthetic (derived from real EI ratios),282536,295677,78847
2023-12-01,2023,12,Dec,Q4,PS1,2010302,692224.8,2709.9,255.4,741.8,0.893,2.9041,Efficient,45231799,0,None,Synthetic (derived from real EI ratios),297657,311501,83067
2023-12-01,2023,12,Dec,Q4,PS3,2021428,692224.8,2731.8,253.4,627.1,0.862,2.9202,Efficient,38544184,1,Power_Quality_Issue,Synthetic (derived from real EI ratios),297657,311501,83067
2023-12-01,2023,12,Dec,Q4,PS5,1899541,692224.8,2805.5,246.7,677.1,0.934,2.7441,Efficient,42739670,0,None,Synthetic (derived from real EI ratios),297657,311501,83067
2023-12-01,2023,12,Dec,Q4,PS7,1712308,692224.8,2758.6,250.9,620.7,0.96,2.4736,Efficient,38526938,0,None,Synthetic (derived from real EI ratios),297657,311501,83067
2024-01-01,2024,1,Jan,Q1,PS1,2057516,713826.7,2861.9,249.4,718.9,0.883,2.8824,Efficient,46294115,0,None,Synthetic (derived from real EI ratios),306945,321222,85659
2024-01-01,2024,1,Jan,Q1,PS3,1822552,713826.7,2806.7,254.3,649.4,0.921,2.5532,Efficient,41007430,0,None,Synthetic (derived from real EI ratios),306945,321222,85659
2024-01-01,2024,1,Jan,Q1,PS5,1934573,713826.7,2893.1,246.7,668.7,0.935,2.7101,Efficient,43527903,0,None,Synthetic (derived from real EI ratios),306945,321222,85659
2024-01-01,2024,1,Jan,Q1,PS7,1802412,713826.7,2803.8,254.6,642.8,0.975,2.525,Efficient,40554275,0,None,Synthetic (derived from real EI ratios),306945,321222,85659
2024-02-01,2024,2,Feb,Q1,PS1,2124612,675850.0,2648.7,255.2,802.1,0.922,3.1436,Moderate,47803781,0,None,Synthetic (derived from real EI ratios),290616,304133,81102
2024-02-01,2024,2,Feb,Q1,PS3,1784713,675850.0,2742.2,246.5,650.8,0.881,2.6407,Efficient,40156033,0,None,Synthetic (derived from real EI ratios),290616,304133,81102
2024-02-01,2024,2,Feb,Q1,PS5,1902653,675850.0,2662.2,253.9,714.7,0.927,2.8152,Efficient,42809703,0,None,Synthetic (derived from real EI ratios),290616,304133,81102
2024-02-01,2024,2,Feb,Q1,PS7,1643841,675850.0,2759.9,244.9,595.6,0.897,2.4323,Efficient,36986416,0,None,Synthetic (derived from real EI ratios),290616,304133,81102
2024-03-01,2024,3,Mar,Q1,PS1,2678143,692388.1,2851.1,242.8,769.9,0.944,3.868,Moderate,49391976,1,Off_BEP_Operation,Synthetic (derived from real EI ratios),297727,311575,83087
2024-03-01,2024,3,Mar,Q1,PS3,1873582,692388.1,2851.4,242.8,657.1,0.93,2.706,Efficient,42155584,0,None,Synthetic (derived from real EI ratios),297727,311575,83087
2024-03-01,2024,3,Mar,Q1,PS5,1918895,692388.1,2744.2,252.3,699.3,0.887,2.7714,Efficient,43175135,0,None,Synthetic (derived from real EI ratios),297727,311575,83087
2024-03-01,2024,3,Mar,Q1,PS7,1873223,692388.1,2791.1,248.1,671.2,0.974,2.7055,Efficient,42147528,0,None,Synthetic (derived from real EI ratios),297727,311575,83087
2024-04-01,2024,4,Apr,Q2,PS1,2042350,632251.5,2593.2,243.8,787.6,0.926,3.2303,Moderate,45952866,0,None,Synthetic (derived from real EI ratios),271868,284513,75870
2024-04-01,2024,4,Apr,Q2,PS3,1677988,632251.5,2499.6,252.9,671.3,0.976,2.654,Efficient,37754727,0,None,Synthetic (derived from real EI ratios),271868,284513,75870
2024-04-01,2024,4,Apr,Q2,PS5,1845106,632251.5,2560.9,246.9,720.5,0.887,2.9183,Efficient,41514884,0,None,Synthetic (derived from real EI ratios),271868,284513,75870
2024-04-01,2024,4,Apr,Q2,PS7,1716035,632251.5,2486.8,254.2,690.1,0.892,2.7142,Efficient,38610798,0,None,Synthetic (derived from real EI ratios),271868,284513,75870
2024-05-01,2024,5,May,Q2,PS1,2232996,692925.5,2754.8,251.5,810.6,0.954,3.2226,Moderate,50242419,0,None,Synthetic (derived from real EI ratios),297958,311816,83151
2024-05-01,2024,5,May,Q2,PS3,1833711,692925.5,2803.1,247.2,654.2,0.955,2.6463,Efficient,41258495,0,None,Synthetic (derived from real EI ratios),297958,311816,83151
2024-05-01,2024,5,May,Q2,PS5,2035825,692925.5,2765.2,250.6,736.2,0.917,2.938,Efficient,45806053,0,None,Synthetic (derived from real EI ratios),297958,311816,83151
2024-05-01,2024,5,May,Q2,PS7,1962722,692925.5,2783.0,249.0,705.3,0.966,2.8325,Efficient,44161246,0,None,Synthetic (derived from real EI ratios),297958,311816,83151
2024-06-01,2024,6,Jun,Q2,PS1,2257788,698275.0,2748.4,254.1,821.5,0.89,3.2334,Moderate,50800231,0,None,Synthetic (derived from real EI ratios),300258,314224,83793
2024-06-01,2024,6,Jun,Q2,PS3,1958652,698275.0,2791.9,250.1,701.5,0.912,2.805,Efficient,44069681,0,None,Synthetic (derived from real EI ratios),300258,314224,83793
2024-06-01,2024,6,Jun,Q2,PS5,2079966,698275.0,2800.4,249.3,742.7,0.975,2.9787,Efficient,46799246,0,None,Synthetic (derived from real EI ratios),300258,314224,83793
2024-06-01,2024,6,Jun,Q2,PS7,1921174,698275.0,2680.9,260.5,716.6,0.909,2.7513,Efficient,43226421,0,None,Synthetic (derived from real EI ratios),300258,314224,83793
2024-07-01,2024,7,Jul,Q3,PS1,2469359,761458.9,2998.4,254.0,823.6,0.959,3.2429,Moderate,55560587,0,None,Synthetic (derived from real EI ratios),327427,342657,91375
2024-07-01,2024,7,Jul,Q3,PS3,2057089,761458.9,3101.5,245.5,663.3,0.886,2.7015,Efficient,46284500,0,None,Synthetic (derived from real EI ratios),327427,342657,91375
2024-07-01,2024,7,Jul,Q3,PS5,2292913,761458.9,3054.8,249.3,750.6,0.915,3.0112,Moderate,51590533,0,None,Synthetic (derived from real EI ratios),327427,342657,91375
2024-07-01,2024,7,Jul,Q3,PS7,2149707,761458.9,3080.6,247.2,697.8,0.942,2.8231,Efficient,48368410,0,None,Synthetic (derived from real EI ratios),327427,342657,91375
2024-08-01,2024,8,Aug,Q3,PS1,2295486,734294.3,2967.3,247.5,773.6,0.887,3.1261,Moderate,51648434,0,None,Synthetic (derived from real EI ratios),315747,330432,88115
2024-08-01,2024,8,Aug,Q3,PS3,1933195,734294.3,2923.6,251.2,661.2,0.888,2.6327,Efficient,43496887,0,None,Synthetic (derived from real EI ratios),315747,330432,88115
2024-08-01,2024,8,Aug,Q3,PS5,2050914,734294.3,3022.3,243.0,678.6,0.961,2.793,Efficient,46145562,0,None,Synthetic (derived from real EI ratios),315747,330432,88115
2024-08-01,2024,8,Aug,Q3,PS7,1986469,734294.3,2949.8,248.9,673.4,0.958,2.7053,Efficient,44695555,0,None,Synthetic (derived from real EI ratios),315747,330432,88115
2024-09-01,2024,9,Sep,Q3,PS1,2176452,699492.1,2806.9,249.2,775.4,0.891,3.1115,Moderate,48970165,0,None,Synthetic (derived from real EI ratios),300782,314771,83939
2024-09-01,2024,9,Sep,Q3,PS3,1826130,699492.1,2814.2,248.6,648.9,0.886,2.6107,Efficient,41087925,0,None,Synthetic (derived from real EI ratios),300782,314771,83939
2024-09-01,2024,9,Sep,Q3,PS5,2003382,699492.1,2845.0,245.9,704.2,0.955,2.8641,Efficient,45076095,0,None,Synthetic (derived from real EI ratios),300782,314771,83939
2024-09-01,2024,9,Sep,Q3,PS7,1884010,699492.1,2775.7,252.0,678.8,0.909,2.6934,Efficient,42390221,0,None,Synthetic (derived from real EI ratios),300782,314771,83939
2024-10-01,2024,10,Oct,Q4,PS1,2183648,727407.3,2908.9,250.1,750.7,0.887,3.002,Moderate,49132088,0,None,Synthetic (derived from real EI ratios),312785,327333,87289
2024-10-01,2024,10,Oct,Q4,PS3,1863029,727407.3,2880.9,252.5,646.7,0.943,2.5612,Efficient,41918157,0,None,Synthetic (derived from real EI ratios),312785,327333,87289
2024-10-01,2024,10,Oct,Q4,PS5,2134348,727407.3,2955.0,246.2,722.3,0.938,2.9342,Efficient,48022828,0,None,Synthetic (derived from real EI ratios),312785,327333,87289
2024-10-01,2024,10,Oct,Q4,PS7,2030645,727407.3,2957.4,246.0,686.6,0.908,2.7916,Efficient,45689513,0,None,Synthetic (derived from real EI ratios),312785,327333,87289
2024-11-01,2024,11,Nov,Q4,PS1,2285642,695631.6,2812.1,247.4,688.8,0.858,3.2857,Moderate,43582154,1,Power_Quality_Issue,Synthetic (derived from real EI ratios),299122,313034,83476
2024-11-01,2024,11,Nov,Q4,PS3,1768939,695631.6,2681.9,259.4,659.6,0.911,2.5429,Efficient,39801127,0,None,Synthetic (derived from real EI ratios),299122,313034,83476
2024-11-01,2024,11,Nov,Q4,PS5,1865064,695631.6,2755.4,252.5,676.9,0.971,2.6811,Efficient,41963929,0,None,Synthetic (derived from real EI ratios),299122,313034,83476
2024-11-01,2024,11,Nov,Q4,PS7,1753779,695631.6,2684.2,259.2,653.4,0.973,2.5211,Efficient,39460020,0,None,Synthetic (derived from real EI ratios),299122,313034,83476
2024-12-01,2024,12,Dec,Q4,PS1,2104433,699021.9,2822.6,247.7,745.6,0.979,3.0105,Moderate,47349749,0,None,Synthetic (derived from real EI ratios),300579,314560,83883
2024-12-01,2024,12,Dec,Q4,PS3,1677651,699021.9,2722.4,256.8,616.2,0.977,2.4,Efficient,37747156,0,None,Synthetic (derived from real EI ratios),300579,314560,83883
2024-12-01,2024,12,Dec,Q4,PS5,1901112,699021.9,2728.5,256.2,696.8,0.921,2.7197,Efficient,42775022,0,None,Synthetic (derived from real EI ratios),300579,314560,83883
2024-12-01,2024,12,Dec,Q4,PS7,1812599,699021.9,2793.5,250.2,648.9,0.957,2.5931,Efficient,40783475,0,None,Synthetic (derived from real EI ratios),300579,314560,83883
2025-01-01,2025,1,Jan,Q1,PS1,2197807,759657.1,3001.2,253.1,732.3,0.925,2.8932,Efficient,49450663,0,None,Synthetic (derived from real EI ratios),326653,341846,91159
2025-01-01,2025,1,Jan,Q1,PS3,1911636,759657.1,3007.7,252.6,635.6,0.903,2.5164,Efficient,43011804,0,None,Synthetic (derived from real EI ratios),326653,341846,91159
2025-01-01,2025,1,Jan,Q1,PS5,1993692,759657.1,2962.9,256.4,672.9,0.891,2.6245,Efficient,44858059,0,None,Synthetic (derived from real EI ratios),326653,341846,91159
2025-01-01,2025,1,Jan,Q1,PS7,2047184,759657.1,3031.6,250.6,675.3,0.932,2.6949,Efficient,46061649,0,None,Synthetic (derived from real EI ratios),326653,341846,91159
2025-02-01,2025,2,Feb,Q1,PS1,2111997,676165.2,2612.9,258.8,808.3,0.968,3.1235,Moderate,47519929,0,None,Synthetic (derived from real EI ratios),290751,304274,81140
2025-02-01,2025,2,Feb,Q1,PS3,1749946,676165.2,2632.6,256.8,664.7,0.95,2.588,Efficient,39373781,0,None,Synthetic (derived from real EI ratios),290751,304274,81140
2025-02-01,2025,2,Feb,Q1,PS5,1922901,676165.2,2803.3,241.2,686.0,0.919,2.8438,Efficient,43265275,0,None,Synthetic (derived from real EI ratios),290751,304274,81140
2025-02-01,2025,2,Feb,Q1,PS7,1768770,676165.2,2666.4,253.6,663.4,0.931,2.6159,Efficient,39797327,0,None,Synthetic (derived from real EI ratios),290751,304274,81140
2025-03-01,2025,3,Mar,Q1,PS1,2335284,740304.3,3045.3,243.1,766.9,0.966,3.1545,Moderate,52543886,0,None,Synthetic (derived from real EI ratios),318331,333137,88837
2025-03-01,2025,3,Mar,Q1,PS3,1842067,740304.3,2964.5,249.7,621.4,0.926,2.4883,Efficient,41446496,0,None,Synthetic (derived from real EI ratios),318331,333137,88837
2025-03-01,2025,3,Mar,Q1,PS5,1984715,740304.3,2966.5,249.6,669.0,0.943,2.6809,Efficient,44656095,0,None,Synthetic (derived from real EI ratios),318331,333137,88837
2025-03-01,2025,3,Mar,Q1,PS7,2007705,740304.3,3017.9,245.3,665.3,0.898,2.712,Efficient,45173365,0,None,Synthetic (derived from real EI ratios),318331,333137,88837
2025-04-01,2025,4,Apr,Q2,PS1,2143964,694546.1,2726.1,254.8,786.5,0.947,3.0869,Moderate,48239200,0,None,Synthetic (derived from real EI ratios),298655,312546,83346
2025-04-01,2025,4,Apr,Q2,PS3,2143789,694546.1,2822.9,246.0,643.6,0.8180000000000001,3.0866,Moderate,40877341,1,Power_Quality_Issue,Synthetic (derived from real EI ratios),298655,312546,83346
2025-04-01,2025,4,Apr,Q2,PS5,1997438,694546.1,2836.9,244.8,704.1,0.901,2.8759,Efficient,44942366,0,None,Synthetic (derived from real EI ratios),298655,312546,83346
2025-04-01,2025,4,Apr,Q2,PS7,1997345,694546.1,2776.2,250.2,719.4,0.884,2.8758,Efficient,44940264,0,None,Synthetic (derived from real EI ratios),298655,312546,83346
2025-05-01,2025,5,May,Q2,PS1,2322666,753813.8,3002.4,251.1,773.6,0.967,3.0812,Moderate,52259983,0,None,Synthetic (derived from real EI ratios),324140,339216,90458
2025-05-01,2025,5,May,Q2,PS3,2021283,753813.8,3028.6,248.9,667.4,0.961,2.6814,Efficient,45478858,0,None,Synthetic (derived from real EI ratios),324140,339216,90458
2025-05-01,2025,5,May,Q2,PS5,2175661,753813.8,3050.4,247.1,713.2,0.917,2.8862,Efficient,48952366,0,None,Synthetic (derived from real EI ratios),324140,339216,90458
2025-05-01,2025,5,May,Q2,PS7,2016557,753813.8,2935.0,256.8,687.1,0.926,2.6751,Efficient,45372539,0,None,Synthetic (derived from real EI ratios),324140,339216,90458
2025-06-01,2025,6,Jun,Q2,PS1,2261279,707144.4,2811.1,251.6,804.4,0.931,3.1978,Moderate,50878768,0,None,Synthetic (derived from real EI ratios),304072,318215,84857
2025-06-01,2025,6,Jun,Q2,PS3,1905219,707144.4,2883.7,245.2,660.7,0.933,2.6942,Efficient,42867435,0,None,Synthetic (derived from real EI ratios),304072,318215,84857
2025-06-01,2025,6,Jun,Q2,PS5,2039796,707144.4,2911.4,242.9,700.6,0.882,2.8846,Efficient,45895401,0,None,Synthetic (derived from real EI ratios),304072,318215,84857
2025-06-01,2025,6,Jun,Q2,PS7,1944426,707144.4,2891.1,244.6,672.6,0.892,2.7497,Efficient,43749593,0,None,Synthetic (derived from real EI ratios),304072,318215,84857
2025-07-01,2025,7,Jul,Q3,PS1,2454972,751134.0,2952.5,254.4,831.5,0.959,3.2684,Moderate,55236879,0,None,Synthetic (derived from real EI ratios),322988,338010,90136
2025-07-01,2025,7,Jul,Q3,PS3,2023676,751134.0,3057.2,245.7,661.9,0.939,2.6942,Efficient,45532699,0,None,Synthetic (derived from real EI ratios),322988,338010,90136
